student_id,date,minutes_on_site
158,2018-10-22,4
158,2018-10-26,99
158,2018-10-28,75
158,2018-11-04,44
158,2018-11-05,80
158,2018-11-06,22
158,2018-11-07,3
158,2018-11-08,29
158,2018-11-13,31
158,2018-11-14,50
158,2018-11-15,83
158,2018-11-16,65
158,2018-11-19,84
158,2018-11-21,9
158,2018-11-22,58
158,2018-11-23,25
158,2018-11-29,126
158,2018-11-30,77
158,2018-12-04,76
158,2018-12-08,46
158,2018-12-10,1
158,2018-12-16,29
158,2018-12-18,5
158,2018-12-19,20
158,2018-12-21,29
159,2018-09-15,64
159,2018-09-16,30
159,2018-09-17,59
159,2018-09-23,93
159,2018-09-27,58
159,2018-09-28,11
159,2018-09-29,132
159,2018-09-30,64
159,2018-10-04,96
159,2018-10-10,58
159,2018-10-13,269
159,2018-10-19,188
159,2018-10-25,124
159,2018-10-26,26
159,2018-10-27,34
159,2018-10-29,86
159,2018-10-30,25
159,2018-11-05,24
159,2018-11-08,191
159,2018-11-09,27
159,2018-11-18,31
159,2018-11-19,43
159,2018-11-20,26
159,2018-11-22,22
159,2018-11-26,18
159,2018-11-27,48
159,2018-11-30,36
159,2018-12-05,30
159,2018-12-06,15
159,2018-12-21,26
160,2018-09-16,28
160,2018-09-18,11
160,2018-09-22,17
160,2018-10-17,24
160,2018-10-18,34
160,2018-10-19,8
160,2018-10-21,35
160,2018-10-22,83
161,2018-09-18,73
161,2018-09-20,34
161,2018-09-21,30
161,2018-10-09,60
161,2018-10-14,26
161,2018-10-15,21
161,2018-10-17,100
161,2018-10-28,43
161,2018-10-31,88
161,2018-11-02,41
161,2018-11-11,56
161,2018-11-12,82
161,2018-11-13,96
161,2018-11-14,88
161,2018-11-15,98
161,2018-11-16,28
161,2018-11-22,20
161,2018-11-23,80
161,2018-11-26,159
161,2018-11-28,30
161,2018-11-29,103
161,2018-12-06,87
161,2018-12-10,23
161,2018-12-13,70
161,2018-12-19,39
161,2018-12-20,84
162,2018-09-17,36
162,2018-09-21,39
162,2018-09-22,19
162,2018-09-23,48
162,2018-09-30,125
162,2018-10-06,26
162,2018-10-24,73
162,2018-10-26,158
162,2018-10-27,42
162,2018-11-03,45
162,2018-11-07,57
162,2018-11-08,15
162,2018-11-10,37
162,2018-11-12,34
162,2018-11-16,38
162,2018-11-19,20
162,2018-11-20,61
162,2018-12-02,61
162,2018-12-06,26
162,2018-12-09,41
162,2018-12-11,137
162,2018-12-12,68
162,2018-12-13,24
162,2018-12-20,31
162,2018-12-23,30
163,2018-09-17,64
163,2018-09-18,19
164,2018-09-15,22
164,2018-09-17,18
164,2018-09-25,56
164,2018-10-01,27
164,2018-10-02,33
164,2018-10-11,40
165,2018-09-16,29
165,2018-09-21,22
166,2018-09-17,21
167,2018-09-18,34
167,2018-09-28,37
167,2018-09-30,16
167,2018-10-04,48
167,2018-10-05,41
168,2018-09-16,35
169,2018-09-18,29
170,2018-09-16,26
170,2018-10-04,16
170,2018-10-11,31
170,2018-10-18,36
170,2018-10-19,19
170,2018-11-13,8
170,2018-11-26,48
171,2018-09-16,28
171,2018-10-03,24
171,2018-10-14,3
171,2018-10-20,12
171,2018-10-30,10
171,2018-10-31,30
171,2018-11-05,25
171,2018-11-06,29
171,2018-11-11,54
171,2018-11-17,59
171,2018-11-24,8
172,2018-09-17,21
172,2018-09-19,55
172,2018-10-03,10
172,2018-10-29,34
173,2018-09-18,13
173,2018-09-23,19
173,2018-10-07,2
173,2018-10-15,29
173,2018-10-17,3
173,2018-10-28,6
173,2018-11-06,14
173,2018-11-08,24
173,2018-11-17,6
173,2018-11-27,38
173,2018-12-16,30
173,2018-12-18,30
173,2018-12-22,13
174,2018-09-18,3
174,2018-09-25,23
174,2018-09-28,44
174,2018-09-29,11
175,2018-09-15,69
175,2018-09-30,12
175,2018-10-02,8
175,2018-10-15,4
175,2018-10-20,21
175,2018-10-23,33
175,2018-10-24,10
175,2018-10-25,5
175,2018-10-26,20
175,2018-11-02,31
175,2018-11-03,27
175,2018-11-07,15
176,2018-09-17,11
176,2018-09-23,21
176,2018-10-02,15
176,2018-10-09,27
176,2018-10-17,60
176,2018-10-23,90
176,2018-10-29,12
176,2018-10-30,26
177,2018-09-18,21
177,2018-09-20,23
177,2018-09-26,24
178,2018-09-18,14
178,2018-09-19,149
178,2018-09-20,40
178,2018-09-21,24
178,2018-09-22,7
178,2018-09-25,70
178,2018-10-06,2
178,2018-10-19,28
178,2018-10-21,38
178,2018-10-24,98
178,2018-10-25,72
178,2018-10-28,75
178,2018-10-31,60
178,2018-11-01,69
178,2018-11-10,339
178,2018-11-11,64
178,2018-11-12,36
178,2018-11-13,31
178,2018-11-21,69
178,2018-11-22,33
178,2018-11-23,38
178,2018-11-25,12
178,2018-11-26,64
178,2018-11-27,101
178,2018-11-28,30
178,2018-12-12,39
178,2018-12-15,40
178,2018-12-18,171
178,2018-12-19,67
179,2018-09-17,32
180,2018-09-17,33
180,2018-09-23,22
180,2018-09-30,27
180,2018-10-11,48
180,2018-11-11,65
180,2018-11-12,15
180,2018-12-04,31
180,2018-12-06,44
180,2018-12-22,68
181,2018-09-17,37
181,2018-09-22,42
181,2018-09-26,5
181,2018-09-27,47
181,2018-09-30,56
181,2018-10-03,49
181,2018-10-05,55
181,2018-10-06,99
181,2018-10-11,26
181,2018-10-16,49
181,2018-10-23,33
182,2018-09-18,23
182,2018-09-23,19
182,2018-10-02,6
182,2018-10-03,52
182,2018-10-05,6
183,2018-09-16,25
183,2018-09-21,9
183,2018-09-23,9
183,2018-09-24,5
183,2018-10-16,14
183,2018-10-22,52
184,2018-09-17,31
185,2018-09-17,7
186,2018-09-16,14
186,2018-09-18,46
186,2018-09-21,6
186,2018-09-26,30
186,2018-10-13,69
186,2018-10-26,36
186,2018-11-04,8
187,2018-09-18,13
187,2018-09-21,7
187,2018-09-22,1
187,2018-10-07,36
187,2018-10-08,7
187,2018-10-09,56
188,2018-09-18,18
188,2018-10-09,22
188,2018-10-24,15
188,2018-10-29,13
188,2018-11-01,19
189,2018-09-17,10
189,2018-09-25,28
189,2018-10-05,12
190,2018-09-16,9
190,2018-09-17,32
190,2018-09-30,8
191,2018-09-17,22
191,2018-09-29,29
191,2018-10-11,16
191,2018-10-13,11
192,2018-09-15,38
192,2018-09-19,41
193,2018-09-16,22
193,2018-09-22,15
193,2018-09-24,32
194,2018-09-16,33
194,2018-09-20,60
194,2018-09-22,4
194,2018-09-23,28
194,2018-09-24,17
194,2018-09-29,39
194,2018-10-02,25
194,2018-10-05,5
194,2018-10-07,87
194,2018-10-16,6
194,2018-10-19,184
194,2018-10-22,34
194,2018-10-30,57
195,2018-09-18,86
196,2018-09-16,21
196,2018-09-29,27
196,2018-09-30,14
196,2018-10-01,23
196,2018-10-07,32
196,2018-10-08,45
196,2018-10-13,13
196,2018-11-04,41
196,2018-11-05,22
196,2018-11-06,18
196,2018-11-14,26
196,2018-11-15,15
196,2018-11-21,51
197,2018-09-15,55
197,2018-09-17,11
197,2018-09-27,4
197,2018-10-07,41
197,2018-10-18,25
197,2018-10-19,30
197,2018-10-20,30
197,2018-10-27,86
197,2018-10-29,64
197,2018-11-24,49
197,2018-12-03,25
197,2018-12-04,21
198,2018-09-15,10
198,2018-09-18,2
198,2018-09-19,13
198,2018-09-28,77
198,2018-09-30,32
198,2018-10-05,30
198,2018-10-12,15
198,2018-10-27,4
198,2018-11-01,40
198,2018-11-08,25
198,2018-11-09,30
198,2018-11-10,68
198,2018-11-11,52
198,2018-11-12,3
198,2018-11-16,19
198,2018-11-17,15
198,2018-11-18,29
198,2018-11-21,10
198,2018-11-23,14
198,2018-12-12,39
198,2018-12-17,103
198,2018-12-19,16
198,2018-12-22,15
198,2018-12-23,76
199,2018-09-17,57
199,2018-09-19,107
199,2018-09-22,24
199,2018-10-13,7
199,2018-10-14,51
199,2018-10-15,61
199,2018-10-16,5
199,2018-10-17,9
199,2018-10-22,105
199,2018-10-28,45
199,2018-11-01,36
199,2018-11-06,53
199,2018-11-08,16
199,2018-11-09,14
199,2018-11-12,28
199,2018-11-14,9
199,2018-11-21,86
199,2018-11-28,66
199,2018-11-29,38
199,2018-11-30,29
199,2018-12-01,71
199,2018-12-04,14
199,2018-12-08,18
199,2018-12-09,87
199,2018-12-19,80
200,2018-09-16,61
200,2018-09-23,37
200,2018-09-27,35
200,2018-10-10,45
200,2018-10-19,18
200,2018-10-21,42
200,2018-11-07,36
200,2018-11-13,113
200,2018-11-16,8
200,2018-11-17,44
200,2018-11-26,53
200,2018-11-29,38
200,2018-11-30,93
200,2018-12-08,3
200,2018-12-10,26
200,2018-12-11,51
200,2018-12-18,40
201,2018-09-16,13
201,2018-09-22,28
201,2018-10-15,21
201,2018-11-07,11
201,2018-11-13,9
201,2018-11-16,34
202,2018-09-16,36
202,2018-09-19,16
202,2018-09-26,20
202,2018-10-13,40
202,2018-10-22,17
202,2018-10-23,36
202,2018-11-01,20
202,2018-11-07,33
202,2018-11-08,37
202,2018-11-09,7
202,2018-11-10,33
202,2018-11-11,60
202,2018-11-23,62
202,2018-12-18,73
202,2018-12-21,32
203,2018-09-18,86
203,2018-09-22,19
203,2018-09-23,16
203,2018-09-27,5
203,2018-09-28,32
203,2018-10-02,19
203,2018-10-13,45
203,2018-10-14,28
204,2018-09-18,8
204,2018-09-30,13
204,2018-10-02,25
204,2018-10-03,23
204,2018-10-31,30
204,2018-11-30,34
204,2018-12-11,4
204,2018-12-13,1
204,2018-12-19,20
205,2018-09-15,51
205,2018-09-16,86
205,2018-09-19,17
205,2018-09-24,42
205,2018-10-05,23
205,2018-10-09,2
205,2018-10-12,33
205,2018-10-15,25
205,2018-10-19,2
206,2018-09-16,8
207,2018-09-16,47
207,2018-09-23,45
207,2018-09-25,22
207,2018-10-03,22
207,2018-10-10,9
208,2018-09-15,240
208,2018-09-17,41
208,2018-09-19,32
208,2018-09-20,26
208,2018-09-21,90
208,2018-09-23,34
208,2018-09-27,105
208,2018-10-06,38
208,2018-10-12,72
208,2018-10-16,65
208,2018-10-26,46
208,2018-11-05,143
208,2018-11-08,51
208,2018-11-09,108
208,2018-11-10,107
208,2018-11-11,41
208,2018-11-12,194
208,2018-11-13,41
208,2018-11-14,181
208,2018-11-15,70
208,2018-11-16,26
208,2018-11-17,15
208,2018-11-18,27
208,2018-11-19,19
208,2018-11-20,12
208,2018-11-24,11
208,2018-11-28,27
208,2018-11-29,10
208,2018-12-03,6
208,2018-12-07,14
208,2018-12-08,6
208,2018-12-11,29
208,2018-12-13,22
208,2018-12-16,11
208,2018-12-19,4
208,2018-12-21,22
209,2018-09-16,6
209,2018-10-01,25
209,2018-10-02,40
209,2018-10-12,34
209,2018-10-13,16
209,2018-10-17,44
209,2018-10-29,64
209,2018-11-25,19
209,2018-12-06,5
210,2018-09-17,35
210,2018-09-23,41
210,2018-09-28,57
210,2018-10-01,12
210,2018-10-04,51
210,2018-10-08,44
210,2018-10-10,46
210,2018-10-22,91
210,2018-10-23,37
210,2018-10-29,177
210,2018-11-04,68
210,2018-11-06,53
210,2018-11-12,26
210,2018-11-13,31
210,2018-11-21,30
210,2018-11-22,43
210,2018-11-24,40
210,2018-11-25,47
210,2018-11-29,35
210,2018-12-06,11
210,2018-12-08,28
210,2018-12-14,87
210,2018-12-23,51
211,2018-09-16,15
211,2018-09-19,52
211,2018-09-25,43
211,2018-09-28,14
211,2018-10-02,37
211,2018-10-03,22
211,2018-10-04,5
211,2018-10-05,116
211,2018-10-19,18
211,2018-10-27,17
211,2018-11-01,73
211,2018-11-02,56
211,2018-11-06,16
211,2018-11-10,42
211,2018-11-12,36
211,2018-11-16,14
211,2018-11-23,22
211,2018-12-06,6
211,2018-12-15,19
212,2018-09-17,1
212,2018-09-19,46
212,2018-09-27,24
213,2018-09-16,21
213,2018-09-19,17
214,2018-09-18,169
214,2018-09-19,97
214,2018-09-20,75
214,2018-09-21,107
214,2018-09-22,46
214,2018-09-23,70
214,2018-09-24,130
214,2018-09-25,103
214,2018-09-30,27
214,2018-10-01,27
214,2018-10-14,86
214,2018-10-15,45
214,2018-10-17,12
214,2018-10-19,64
214,2018-10-21,54
214,2018-10-23,13
214,2018-10-26,74
214,2018-10-29,59
214,2018-10-30,55
214,2018-11-05,64
214,2018-11-08,7
214,2018-11-10,12
214,2018-11-11,6
214,2018-11-13,26
214,2018-11-14,26
214,2018-11-15,29
214,2018-11-22,98
214,2018-11-23,87
214,2018-11-25,40
214,2018-11-29,123
214,2018-11-30,43
214,2018-12-01,14
214,2018-12-02,52
214,2018-12-05,92
214,2018-12-09,18
214,2018-12-17,13
214,2018-12-19,5
214,2018-12-21,11
215,2018-09-18,20
215,2018-09-24,7
215,2018-10-05,44
215,2018-10-14,62
215,2018-10-18,23
215,2018-11-07,10
216,2018-09-16,20
216,2018-09-20,14
216,2018-10-21,53
216,2018-10-25,45
217,2018-09-16,6
217,2018-09-24,22
217,2018-09-25,17
217,2018-09-27,23
218,2018-09-17,6
218,2018-09-19,21
219,2018-09-18,51
219,2018-09-19,20
220,2018-09-15,23
220,2018-09-25,11
221,2018-09-17,13
221,2018-09-20,19
221,2018-09-28,27
221,2018-10-05,40
221,2018-10-18,23
221,2018-10-31,26
221,2018-11-03,34
221,2018-11-10,27
221,2018-11-12,10
221,2018-11-25,29
221,2018-11-27,36
221,2018-12-09,33
222,2018-09-18,45
222,2018-09-27,28
222,2018-10-04,29
222,2018-10-12,9
222,2018-10-17,29
222,2018-10-21,34
223,2018-09-15,17
223,2018-09-29,16
223,2018-10-20,23
224,2018-09-17,58
224,2018-09-21,41
224,2018-10-05,60
225,2018-09-15,22
225,2018-09-24,44
225,2018-10-02,1
225,2018-10-07,7
225,2018-10-21,25
226,2018-09-18,7
226,2018-09-20,51
227,2018-09-15,15
228,2018-09-15,20
228,2018-09-17,24
228,2018-09-23,7
228,2018-09-24,19
228,2018-09-25,2
228,2018-10-04,18
228,2018-10-08,13
228,2018-10-10,38
229,2018-09-15,26
229,2018-10-03,16
229,2018-10-08,4
229,2018-10-11,29
229,2018-10-12,30
229,2018-10-17,25
229,2018-10-26,22
230,2018-09-15,27
231,2018-09-16,1
232,2018-09-16,21
232,2018-10-01,38
232,2018-10-04,20
232,2018-10-12,30
233,2018-09-16,56
233,2018-09-17,33
233,2018-09-18,93
233,2018-09-19,6
233,2018-09-20,128
233,2018-09-26,35
233,2018-10-02,122
234,2018-09-16,32
234,2018-09-17,15
234,2018-09-19,9
235,2018-09-17,9
235,2018-10-02,15
236,2018-09-15,52
236,2018-09-19,12
236,2018-09-24,46
236,2018-09-25,14
236,2018-09-26,14
236,2018-09-27,42
236,2018-09-28,16
236,2018-09-29,28
236,2018-10-02,161
236,2018-10-15,4
236,2018-10-16,9
236,2018-10-21,44
236,2018-10-23,41
236,2018-10-24,21
236,2018-10-25,50
236,2018-10-27,17
236,2018-11-07,58
236,2018-11-09,16
236,2018-11-10,52
236,2018-12-02,2
236,2018-12-06,7
236,2018-12-18,14
236,2018-12-19,41
237,2018-09-17,5
237,2018-09-20,6
237,2018-09-25,37
238,2018-09-16,48
238,2018-09-25,28
238,2018-09-27,61
238,2018-10-01,26
238,2018-10-04,15
238,2018-10-13,25
238,2018-10-17,24
239,2018-09-15,19
239,2018-09-22,54
239,2018-10-01,17
240,2018-09-15,57
241,2018-09-18,16
241,2018-09-19,2
241,2018-09-20,28
241,2018-09-23,11
241,2018-09-28,10
241,2018-10-03,28
241,2018-10-05,28
241,2018-10-11,38
241,2018-10-12,27
241,2018-10-15,29
241,2018-10-27,55
241,2018-10-30,41
241,2018-11-09,33
241,2018-11-11,24
242,2018-09-17,17
242,2018-10-06,17
243,2018-09-16,24
243,2018-10-12,26
243,2018-10-19,25
243,2018-10-24,24
243,2018-11-04,19
243,2018-11-21,16
243,2018-11-23,13
244,2018-09-15,34
244,2018-09-19,25
244,2018-09-20,7
245,2018-09-18,41
245,2018-10-04,29
245,2018-10-26,29
245,2018-10-28,9
246,2018-09-17,51
246,2018-10-03,62
246,2018-10-06,114
246,2018-10-11,25
246,2018-10-12,95
246,2018-10-19,26
246,2018-10-20,213
246,2018-10-21,55
246,2018-10-22,35
246,2018-10-24,58
246,2018-10-28,51
246,2018-10-29,36
246,2018-11-01,54
246,2018-11-02,136
246,2018-11-03,26
246,2018-11-04,35
246,2018-11-06,63
246,2018-11-07,77
246,2018-11-13,43
246,2018-11-17,4
246,2018-11-24,13
246,2018-12-02,51
246,2018-12-08,47
246,2018-12-09,9
246,2018-12-10,9
246,2018-12-11,31
246,2018-12-12,25
246,2018-12-13,122
246,2018-12-20,29
246,2018-12-22,50
247,2018-09-16,23
247,2018-09-21,21
248,2018-09-16,27
248,2018-09-19,35
248,2018-09-26,53
248,2018-10-01,33
248,2018-10-05,31
248,2018-10-10,35
248,2018-10-15,15
249,2018-09-18,26
249,2018-09-20,49
249,2018-09-23,12
249,2018-09-30,24
250,2018-09-18,17
250,2018-09-26,6
250,2018-09-30,73
251,2018-09-16,61
252,2018-09-17,33
252,2018-10-12,30
252,2018-10-20,24
252,2018-10-22,3
252,2018-10-24,27
252,2018-10-28,52
252,2018-11-04,7
253,2018-09-17,25
253,2018-09-21,27
253,2018-09-22,38
253,2018-09-24,15
253,2018-10-11,30
253,2018-11-08,30
254,2018-09-18,14
254,2018-10-07,15
254,2018-10-13,23
255,2018-09-15,133
255,2018-09-16,61
255,2018-09-17,40
255,2018-09-22,7
255,2018-09-23,7
255,2018-09-25,51
255,2018-09-30,17
255,2018-10-18,11
255,2018-10-29,70
255,2018-10-31,92
255,2018-11-01,18
255,2018-11-05,38
255,2018-11-06,78
255,2018-11-07,26
255,2018-11-14,76
255,2018-11-27,63
255,2018-12-03,14
255,2018-12-04,26
255,2018-12-07,26
255,2018-12-08,41
255,2018-12-09,3
255,2018-12-13,60
255,2018-12-14,38
255,2018-12-15,35
255,2018-12-16,14
255,2018-12-20,29
255,2018-12-21,18
256,2018-09-17,28
256,2018-09-19,34
256,2018-10-02,21
256,2018-10-06,2
256,2018-10-13,4
256,2018-10-16,33
257,2018-09-16,23
257,2018-10-03,31
257,2018-10-05,24
257,2018-10-10,16
257,2018-10-17,9
257,2018-10-26,26
257,2018-10-31,32
257,2018-11-16,29
257,2018-12-21,23
258,2018-09-18,35
258,2018-09-22,32
258,2018-10-13,29
258,2018-10-22,68
258,2018-10-26,37
258,2018-10-29,42
258,2018-11-03,46
258,2018-11-04,18
258,2018-11-05,20
258,2018-11-25,60
258,2018-12-05,64
258,2018-12-18,7
258,2018-12-23,146
259,2018-09-17,16
260,2018-09-16,56
260,2018-09-26,30
260,2018-09-27,35
260,2018-10-06,75
260,2018-10-07,60
260,2018-10-19,36
260,2018-10-22,29
260,2018-10-30,12
260,2018-11-01,22
260,2018-11-02,66
260,2018-11-07,35
260,2018-11-22,32
260,2018-11-23,8
260,2018-11-24,36
260,2018-11-25,24
260,2018-11-27,28
260,2018-12-01,43
260,2018-12-02,58
261,2018-09-18,20
261,2018-10-10,31
261,2018-10-19,16
261,2018-10-20,16
261,2018-10-25,1
261,2018-10-28,47
261,2018-11-06,10
262,2018-09-18,42
262,2018-09-25,21
262,2018-09-26,27
262,2018-10-02,36
262,2018-10-05,50
262,2018-10-07,59
262,2018-10-16,14
262,2018-11-10,30
262,2018-11-19,5
262,2018-11-22,52
262,2018-12-05,87
262,2018-12-07,13
263,2018-09-15,10
263,2018-09-20,45
263,2018-09-22,17
263,2018-09-23,16
264,2018-09-15,22
265,2018-09-15,102
265,2018-10-01,14
265,2018-10-07,3
265,2018-10-08,90
265,2018-10-09,21
265,2018-10-11,47
265,2018-10-12,32
265,2018-10-17,33
265,2018-10-18,61
265,2018-10-24,80
265,2018-10-27,53
265,2018-10-28,46
265,2018-11-07,39
265,2018-11-10,91
265,2018-11-11,58
266,2018-09-18,28
266,2018-09-19,21
267,2018-09-17,29
267,2018-09-18,32
267,2018-09-20,24
267,2018-10-24,19
267,2018-11-02,23
268,2018-09-17,15
269,2018-09-15,25
269,2018-09-17,29
270,2018-09-16,10
271,2018-09-17,22
271,2018-09-18,20
271,2018-09-28,37
271,2018-09-30,40
271,2018-10-01,32
271,2018-10-11,169
271,2018-10-16,73
271,2018-10-31,52
271,2018-11-06,23
271,2018-11-08,35
271,2018-11-11,30
271,2018-11-13,125
271,2018-11-17,31
271,2018-11-26,5
271,2018-12-03,64
271,2018-12-09,81
271,2018-12-10,35
271,2018-12-11,67
271,2018-12-15,63
271,2018-12-16,16
271,2018-12-17,19
271,2018-12-19,68
271,2018-12-20,33
272,2018-09-16,23
272,2018-10-12,15
272,2018-10-16,29
272,2018-10-19,61
272,2018-10-20,34
272,2018-10-21,19
272,2018-10-22,15
272,2018-10-23,16
272,2018-10-25,27
272,2018-10-26,15
272,2018-10-31,45
272,2018-11-11,14
273,2018-09-17,55
273,2018-09-22,49
273,2018-09-23,16
273,2018-09-24,34
273,2018-09-25,48
273,2018-10-04,1
273,2018-10-19,59
273,2018-10-21,36
273,2018-10-29,12
273,2018-11-03,43
273,2018-11-04,19
274,2018-09-17,30
274,2018-09-23,24
274,2018-09-24,20
275,2018-09-17,24
275,2018-09-30,33
276,2018-09-18,3
276,2018-10-03,49
276,2018-10-09,61
276,2018-10-15,56
276,2018-10-25,16
276,2018-11-04,90
276,2018-11-08,38
277,2018-09-18,8
277,2018-09-24,40
277,2018-10-15,38
278,2018-09-16,24
278,2018-09-21,16
278,2018-10-11,30
278,2018-10-13,39
278,2018-10-14,45
279,2018-09-17,34
279,2018-09-22,27
279,2018-10-06,33
279,2018-10-19,42
279,2018-12-06,2
279,2018-12-12,21
279,2018-12-21,31
280,2018-09-18,19
281,2018-09-17,47
281,2018-09-20,17
282,2018-09-17,7
282,2018-09-26,26
283,2018-09-17,4
283,2018-09-18,158
283,2018-09-19,28
283,2018-09-26,70
283,2018-09-28,23
283,2018-10-02,18
283,2018-10-03,42
283,2018-10-04,28
283,2018-10-06,57
283,2018-10-08,42
283,2018-10-09,19
283,2018-10-10,87
283,2018-10-22,34
283,2018-10-25,98
283,2018-10-26,38
283,2018-11-01,57
283,2018-11-02,115
283,2018-11-04,64
283,2018-11-05,39
283,2018-11-10,205
284,2018-09-16,26
284,2018-09-17,10
284,2018-09-22,35
284,2018-10-08,19
284,2018-10-27,22
284,2018-10-28,33
284,2018-10-31,17
285,2018-09-15,32
285,2018-09-20,48
285,2018-09-28,26
285,2018-09-30,35
285,2018-10-07,12
285,2018-10-30,19
285,2018-11-02,10
285,2018-11-03,36
285,2018-11-04,20
285,2018-11-08,29
285,2018-11-17,16
286,2018-09-15,10
286,2018-09-20,11
286,2018-09-24,10
287,2018-09-15,23
287,2018-09-25,69
287,2018-09-26,40
287,2018-09-27,170
287,2018-09-29,167
287,2018-10-01,29
287,2018-10-08,44
287,2018-10-09,30
287,2018-10-14,81
287,2018-10-17,35
287,2018-10-18,48
287,2018-10-19,76
287,2018-10-20,36
287,2018-10-29,38
287,2018-10-30,48
287,2018-11-10,79
287,2018-11-12,79
287,2018-11-13,235
287,2018-11-17,18
287,2018-11-20,72
287,2018-11-24,17
287,2018-11-25,22
287,2018-11-27,27
287,2018-11-28,36
287,2018-11-29,40
287,2018-11-30,127
287,2018-12-01,8
287,2018-12-03,28
287,2018-12-22,28
288,2018-09-18,38
289,2018-09-16,28
290,2018-09-17,29
290,2018-09-18,9
290,2018-10-03,21
290,2018-10-09,37
290,2018-10-12,35
291,2018-09-15,30
292,2018-09-17,15
293,2018-09-15,40
293,2018-09-16,4
293,2018-09-17,47
293,2018-09-19,39
294,2018-09-15,54
294,2018-09-16,23
295,2018-09-16,22
295,2018-09-22,20
295,2018-09-26,8
295,2018-09-30,19
295,2018-10-01,31
295,2018-10-03,10
295,2018-10-11,38
295,2018-10-16,16
296,2018-09-15,12
296,2018-09-17,99
296,2018-09-19,141
296,2018-09-21,34
296,2018-09-23,29
296,2018-09-26,51
296,2018-09-27,42
296,2018-09-28,64
296,2018-09-30,64
296,2018-10-01,74
296,2018-10-02,100
296,2018-10-03,25
296,2018-10-10,61
296,2018-10-11,57
296,2018-10-14,40
296,2018-10-15,29
296,2018-10-16,74
296,2018-10-18,60
296,2018-10-22,72
296,2018-10-23,52
296,2018-10-24,102
296,2018-10-25,57
296,2018-10-26,351
296,2018-10-27,39
296,2018-10-28,136
296,2018-10-30,83
296,2018-11-01,23
296,2018-11-05,11
296,2018-11-08,57
296,2018-11-15,11
296,2018-11-19,11
296,2018-11-22,29
296,2018-11-23,6
296,2018-11-28,14
296,2018-11-29,24
296,2018-11-30,14
296,2018-12-01,8
296,2018-12-02,16
296,2018-12-05,4
296,2018-12-09,14
296,2018-12-12,9
296,2018-12-13,5
296,2018-12-18,17
296,2018-12-22,14
297,2018-09-16,11
297,2018-09-18,50
298,2018-09-18,20
298,2018-10-12,25
298,2018-10-24,1
298,2018-11-06,28
298,2018-11-09,35
298,2018-11-10,49
298,2018-11-13,5
298,2018-11-19,34
299,2018-09-16,26
299,2018-09-18,7
300,2018-09-15,33
300,2018-09-27,40
300,2018-10-07,12
300,2018-10-21,18
300,2018-10-25,7
300,2018-10-26,3
300,2018-10-27,27
300,2018-10-28,63
300,2018-10-30,13
300,2018-11-04,21
300,2018-11-05,16
300,2018-11-10,28
300,2018-11-11,24
300,2018-11-12,1
300,2018-12-02,11
300,2018-12-04,38
300,2018-12-13,16
300,2018-12-19,19
300,2018-12-23,14
301,2018-09-16,20
301,2018-09-19,21
301,2018-09-21,36
301,2018-09-22,94
301,2018-09-23,3
301,2018-10-25,81
301,2018-10-26,30
302,2018-09-18,49
302,2018-09-19,28
302,2018-09-22,23
302,2018-09-23,7
302,2018-09-26,11
302,2018-09-29,20
302,2018-10-02,49
302,2018-10-07,24
302,2018-10-08,34
302,2018-10-14,48
302,2018-10-15,43
302,2018-10-20,49
302,2018-10-21,27
302,2018-10-26,17
302,2018-10-30,37
302,2018-11-08,27
302,2018-11-19,20
302,2018-11-21,31
302,2018-11-25,94
302,2018-12-02,31
302,2018-12-08,28
302,2018-12-17,58
302,2018-12-19,31
303,2018-09-15,26
303,2018-09-16,44
303,2018-09-25,15
303,2018-10-04,29
303,2018-10-11,12
304,2018-09-15,14
304,2018-09-28,18
304,2018-10-06,30
305,2018-09-18,34
305,2018-10-16,8
306,2018-09-15,63
306,2018-09-19,34
306,2018-09-21,10
306,2018-10-01,43
307,2018-09-16,41
307,2018-09-19,133
307,2018-10-08,47
307,2018-10-09,33
307,2018-10-11,10
307,2018-10-15,64
307,2018-10-19,31
307,2018-10-20,26
307,2018-10-29,38
307,2018-10-30,36
307,2018-11-01,43
307,2018-11-03,25
307,2018-11-06,55
307,2018-11-09,39
307,2018-11-11,45
307,2018-11-12,80
307,2018-11-13,35
307,2018-11-14,106
307,2018-11-17,7
307,2018-11-18,25
307,2018-11-23,56
307,2018-12-03,66
307,2018-12-04,90
307,2018-12-05,46
307,2018-12-13,61
307,2018-12-15,108
307,2018-12-16,28
307,2018-12-17,43
307,2018-12-20,141
307,2018-12-21,47
307,2018-12-23,24
308,2018-09-16,59
308,2018-09-19,32
308,2018-09-28,37
308,2018-10-17,27
309,2018-09-15,30
309,2018-09-16,52
309,2018-09-19,90
309,2018-10-04,22
309,2018-10-06,55
309,2018-10-20,23
309,2018-10-21,27
309,2018-10-22,23
309,2018-10-31,4
309,2018-11-08,91
309,2018-11-10,15
309,2018-11-18,15
309,2018-11-19,1
309,2018-12-04,18
309,2018-12-05,5
309,2018-12-13,12
309,2018-12-15,32
310,2018-09-18,17
310,2018-09-19,41
310,2018-09-20,37
310,2018-10-03,34
310,2018-10-05,8
310,2018-10-16,26
310,2018-10-18,14
310,2018-10-21,16
311,2018-09-18,24
311,2018-09-21,60
311,2018-09-28,23
311,2018-10-08,31
