student_id,section,subsection,video_id,date_viewed,duration_seconds,watched_seconds
113,Week 2,Lecture 4,lec4_v0,2018-10-30,427,269
113,Week 2,Lecture 4,lec4_v1,2018-10-30,360,142
113,Week 2,Lecture 4,lec4_v2,2018-11-06,438,41
113,Week 2,Lecture 4,lec4_v3,2018-11-06,339,241
113,Week 2,Lecture 4,lec4_v4,2018-11-06,253,253
113,Week 2,Lecture 4,lec4_v5,2018-11-06,599,480
113,Week 2,Lecture 4,lec4_v6,2018-11-06,598,496
113,Week 2,Lecture 4,lec4_v7,2018-11-06,524,200
113,Week 3,Lecture 5,lec5_v0,2018-11-11,230,118
113,Week 3,Lecture 5,lec5_v1,2018-11-11,259,88
113,Week 3,Lecture 5,lec5_v2,2018-11-12,153,153
113,Week 3,Lecture 5,lec5_v3,2018-11-12,488,187
113,Week 3,Lecture 5,lec5_v4,2018-11-12,312,312
113,Week 3,Lecture 5,lec5_v5,2018-11-12,527,449
113,Week 3,Lecture 6,lec6_v0,2018-11-12,527,500
113,Week 3,Lecture 6,lec6_v1,2018-11-12,120,5
113,Week 3,Lecture 6,lec6_v10,2018-11-12,249,249
113,Week 3,Lecture 6,lec6_v11,2018-11-12,161,161
113,Week 3,Lecture 6,lec6_v2,2018-11-12,220,220
113,Week 3,Lecture 6,lec6_v3,2018-11-12,557,207
113,Week 3,Lecture 6,lec6_v4,2018-11-12,346,346
113,Week 3,Lecture 6,lec6_v5,2018-11-12,591,131
113,Week 3,Lecture 6,lec6_v6,2018-11-12,311,262
113,Week 3,Lecture 6,lec6_v7,2018-11-12,155,155
113,Week 3,Lecture 6,lec6_v8,2018-11-14,422,50
113,Week 3,Lecture 6,lec6_v9,2018-11-14,494,406
113,Week 4,Lecture 7,lec7_v0,2018-11-16,484,35
113,Week 4,Lecture 7,lec7_v1,2018-11-19,176,71
113,Week 4,Lecture 7,lec7_v10,2018-11-20,472,472
113,Week 4,Lecture 7,lec7_v11,2018-11-22,182,18
113,Week 4,Lecture 7,lec7_v2,2018-11-22,238,238
113,Week 4,Lecture 7,lec7_v3,2018-11-22,168,35
113,Week 4,Lecture 7,lec7_v4,2018-11-24,148,148
113,Week 4,Lecture 7,lec7_v5,2018-11-26,503,231
113,Week 4,Lecture 7,lec7_v6,2018-11-26,205,125
113,Week 4,Lecture 7,lec7_v7,2018-11-26,389,389
113,Week 4,Lecture 7,lec7_v8,2018-11-26,335,21
113,Week 4,Lecture 7,lec7_v9,2018-11-26,211,105
113,Week 4,Lecture 8,lec8_v0,2018-11-26,322,322
113,Week 4,Lecture 8,lec8_v1,2018-11-26,222,69
113,Week 4,Lecture 8,lec8_v2,2018-11-26,249,249
113,Week 4,Lecture 8,lec8_v3,2018-11-26,587,478
113,Week 4,Lecture 8,lec8_v4,2018-11-26,506,71
113,Week 5,Lecture 10,lec10_v0,2018-11-26,400,42
113,Week 5,Lecture 10,lec10_v1,2018-11-26,236,236
113,Week 5,Lecture 10,lec10_v2,2018-11-26,409,253
113,Week 5,Lecture 10,lec10_v3,2018-11-26,298,136
113,Week 5,Lecture 9,lec9_v0,2018-11-26,221,221
113,Week 5,Lecture 9,lec9_v1,2018-11-26,309,309
113,Week 5,Lecture 9,lec9_v10,2018-11-26,262,262
113,Week 5,Lecture 9,lec9_v2,2018-11-26,530,530
113,Week 5,Lecture 9,lec9_v3,2018-11-26,428,318
113,Week 5,Lecture 9,lec9_v4,2018-11-26,168,168
113,Week 5,Lecture 9,lec9_v5,2018-11-26,595,492
113,Week 5,Lecture 9,lec9_v6,2018-12-01,222,13
113,Week 5,Lecture 9,lec9_v7,2018-12-04,244,53
113,Week 5,Lecture 9,lec9_v8,2018-12-04,491,408
113,Week 5,Lecture 9,lec9_v9,2018-12-04,278,278
113,Week 6,Lecture 11,lec11_v0,2018-12-04,352,352
113,Week 6,Lecture 11,lec11_v1,2018-12-04,396,396
113,Week 6,Lecture 11,lec11_v10,2018-12-04,572,544
113,Week 6,Lecture 11,lec11_v11,2018-12-05,214,214
113,Week 6,Lecture 11,lec11_v2,2018-12-05,536,536
113,Week 6,Lecture 11,lec11_v3,2018-12-05,207,207
113,Week 6,Lecture 11,lec11_v4,2018-12-05,194,14
113,Week 6,Lecture 11,lec11_v5,2018-12-05,556,155
113,Week 6,Lecture 11,lec11_v6,2018-12-17,513,364
113,Week 6,Lecture 11,lec11_v7,2018-12-17,240,240
113,Week 6,Lecture 11,lec11_v8,2018-12-17,211,157
113,Week 6,Lecture 11,lec11_v9,2018-12-17,475,475
113,Week 6,Lecture 12,lec12_v0,2018-12-17,410,340
113,Week 6,Lecture 12,lec12_v1,2018-12-17,322,67
113,Week 6,Lecture 12,lec12_v10,2018-12-17,261,90
113,Week 6,Lecture 12,lec12_v2,2018-12-18,169,127
113,Week 6,Lecture 12,lec12_v3,2018-12-18,138,138
113,Week 6,Lecture 12,lec12_v4,2018-12-18,583,313
113,Week 6,Lecture 12,lec12_v5,2018-12-18,234,15
113,Week 6,Lecture 12,lec12_v6,2018-12-18,458,458
113,Week 6,Lecture 12,lec12_v7,2018-12-18,243,243
113,Week 6,Lecture 12,lec12_v8,2018-12-18,516,516
113,Week 6,Lecture 12,lec12_v9,2018-12-18,406,236
113,Week 7,Lecture 13,lec13_v0,2018-12-18,153,153
113,Week 7,Lecture 13,lec13_v1,2018-12-18,229,229
113,Week 7,Lecture 13,lec13_v2,2018-12-18,389,20
113,Week 7,Lecture 13,lec13_v3,2018-12-18,530,192
113,Week 7,Lecture 13,lec13_v4,2018-12-18,415,289
113,Week 7,Lecture 13,lec13_v5,2018-12-18,254,162
113,Week 7,Lecture 13,lec13_v6,2018-12-18,561,490
113,Week 7,Lecture 13,lec13_v7,2018-12-18,218,122
113,Week 7,Lecture 13,lec13_v8,2018-12-18,127,127
113,Week 7,Lecture 13,lec13_v9,2018-12-18,249,249
113,Week 7,Lecture 14,lec14_v0,2018-12-18,204,204
113,Week 7,Lecture 14,lec14_v1,2018-12-18,297,297
114,Week 1,Lecture 1,lec1_v0,2018-09-17,389,389
114,Week 1,Lecture 1,lec1_v1,2018-09-17,564,564
114,Week 1,Lecture 1,lec1_v2,2018-09-17,343,343
114,Week 1,Lecture 1,lec1_v3,2018-09-18,364,333
114,Week 1,Lecture 1,lec1_v4,2018-09-22,402,402
114,Week 1,Lecture 1,lec1_v5,2018-09-22,208,208
114,Week 1,Lecture 1,lec1_v6,2018-09-22,366,333
114,Week 1,Lecture 1,lec1_v7,2018-09-22,422,211
114,Week 1,Lecture 2,lec2_v0,2018-09-22,265,265
114,Week 1,Lecture 2,lec2_v1,2018-09-23,163,163
114,Week 1,Lecture 2,lec2_v2,2018-09-24,509,151
114,Week 1,Lecture 2,lec2_v3,2018-10-02,453,453
114,Week 2,Lecture 3,lec3_v0,2018-10-02,584,63
114,Week 2,Lecture 3,lec3_v1,2018-10-02,434,434
114,Week 2,Lecture 3,lec3_v10,2018-10-02,343,251
114,Week 2,Lecture 3,lec3_v11,2018-10-02,331,331
114,Week 2,Lecture 3,lec3_v2,2018-10-02,416,416
114,Week 2,Lecture 3,lec3_v3,2018-10-02,195,195
114,Week 2,Lecture 3,lec3_v4,2018-10-02,127,127
114,Week 2,Lecture 3,lec3_v5,2018-10-02,374,374
114,Week 2,Lecture 3,lec3_v6,2018-10-02,148,148
114,Week 2,Lecture 3,lec3_v7,2018-10-15,211,165
114,Week 2,Lecture 3,lec3_v8,2018-10-19,236,236
114,Week 2,Lecture 3,lec3_v9,2018-10-25,134,134
114,Week 2,Lecture 4,lec4_v0,2018-10-25,427,427
114,Week 2,Lecture 4,lec4_v1,2018-11-06,360,70
114,Week 2,Lecture 4,lec4_v2,2018-10-25,438,303
114,Week 2,Lecture 4,lec4_v3,2018-11-06,339,339
114,Week 2,Lecture 4,lec4_v4,2018-11-06,253,253
114,Week 2,Lecture 4,lec4_v5,2018-11-06,599,599
114,Week 2,Lecture 4,lec4_v6,2018-11-06,598,598
114,Week 2,Lecture 4,lec4_v7,2018-11-07,524,524
114,Week 3,Lecture 5,lec5_v0,2018-11-07,230,230
114,Week 3,Lecture 5,lec5_v1,2018-11-14,259,186
114,Week 3,Lecture 5,lec5_v2,2018-11-07,153,153
114,Week 3,Lecture 5,lec5_v3,2018-11-07,488,300
114,Week 3,Lecture 5,lec5_v4,2018-11-14,312,312
114,Week 3,Lecture 5,lec5_v5,2018-12-05,527,417
114,Week 3,Lecture 6,lec6_v0,2018-12-05,527,117
114,Week 3,Lecture 6,lec6_v1,2018-12-05,120,112
114,Week 3,Lecture 6,lec6_v10,2018-12-07,249,249
114,Week 3,Lecture 6,lec6_v11,2018-12-07,161,161
114,Week 3,Lecture 6,lec6_v2,2018-12-07,220,220
114,Week 3,Lecture 6,lec6_v3,2018-12-07,557,230
114,Week 3,Lecture 6,lec6_v4,2018-12-07,346,346
114,Week 3,Lecture 6,lec6_v5,2018-12-17,591,591
114,Week 3,Lecture 6,lec6_v6,2018-12-17,311,311
114,Week 3,Lecture 6,lec6_v7,2018-12-17,155,75
115,Week 1,Lecture 1,lec1_v0,2018-09-22,389,389
115,Week 1,Lecture 1,lec1_v1,2018-09-22,564,564
115,Week 1,Lecture 1,lec1_v2,2018-10-01,343,343
115,Week 1,Lecture 1,lec1_v3,2018-10-01,364,162
115,Week 1,Lecture 1,lec1_v4,2018-10-01,402,402
115,Week 1,Lecture 1,lec1_v5,2018-10-01,208,70
115,Week 1,Lecture 1,lec1_v6,2018-10-01,366,366
115,Week 1,Lecture 1,lec1_v7,2018-10-01,422,422
115,Week 1,Lecture 2,lec2_v0,2018-10-01,265,265
115,Week 1,Lecture 2,lec2_v1,2018-10-01,163,163
115,Week 1,Lecture 2,lec2_v2,2018-10-03,509,165
115,Week 1,Lecture 2,lec2_v3,2018-10-03,453,453
115,Week 2,Lecture 3,lec3_v0,2018-10-03,584,584
115,Week 2,Lecture 3,lec3_v1,2018-10-03,434,434
115,Week 2,Lecture 3,lec3_v10,2018-10-03,343,343
115,Week 2,Lecture 3,lec3_v11,2018-10-03,331,331
115,Week 2,Lecture 3,lec3_v2,2018-10-03,416,416
115,Week 2,Lecture 3,lec3_v3,2018-10-03,195,195
115,Week 2,Lecture 3,lec3_v5,2018-10-13,374,374
116,Week 1,Lecture 1,lec1_v0,2018-09-15,389,389
116,Week 1,Lecture 1,lec1_v1,2018-09-15,564,564
116,Week 1,Lecture 1,lec1_v2,2018-09-16,343,343
116,Week 1,Lecture 1,lec1_v3,2018-09-17,364,364
116,Week 1,Lecture 1,lec1_v4,2018-09-17,402,402
116,Week 1,Lecture 1,lec1_v5,2018-09-17,208,208
116,Week 1,Lecture 1,lec1_v6,2018-11-18,366,35
116,Week 1,Lecture 1,lec1_v7,2018-11-18,422,422
116,Week 1,Lecture 2,lec2_v0,2018-11-18,265,265
116,Week 1,Lecture 2,lec2_v1,2018-11-18,163,163
116,Week 1,Lecture 2,lec2_v2,2018-11-18,509,136
116,Week 1,Lecture 2,lec2_v3,2018-11-18,453,453
116,Week 2,Lecture 3,lec3_v0,2018-11-24,584,584
116,Week 2,Lecture 3,lec3_v1,2018-11-24,434,321
116,Week 2,Lecture 3,lec3_v10,2018-11-24,343,343
116,Week 2,Lecture 3,lec3_v11,2018-11-24,331,202
116,Week 2,Lecture 3,lec3_v2,2018-11-24,416,364
116,Week 2,Lecture 3,lec3_v3,2018-12-03,195,54
116,Week 2,Lecture 3,lec3_v4,2018-11-24,127,127
116,Week 2,Lecture 3,lec3_v5,2018-12-04,374,374
116,Week 2,Lecture 3,lec3_v6,2018-12-04,148,148
116,Week 2,Lecture 3,lec3_v7,2018-12-04,211,150
116,Week 2,Lecture 3,lec3_v8,2018-12-08,236,236
116,Week 2,Lecture 3,lec3_v9,2018-12-14,134,134
116,Week 2,Lecture 4,lec4_v0,2018-12-14,427,427
116,Week 2,Lecture 4,lec4_v1,2018-12-14,360,360
116,Week 2,Lecture 4,lec4_v2,2018-12-14,438,438
116,Week 2,Lecture 4,lec4_v3,2018-12-14,339,339
116,Week 2,Lecture 4,lec4_v4,2018-12-14,253,253
116,Week 2,Lecture 4,lec4_v5,2018-12-14,599,599
116,Week 2,Lecture 4,lec4_v6,2018-12-14,598,598
116,Week 2,Lecture 4,lec4_v7,2018-12-15,524,56
116,Week 3,Lecture 5,lec5_v0,2018-12-16,230,230
117,Week 1,Lecture 1,lec1_v0,2018-09-17,389,226
117,Week 1,Lecture 1,lec1_v5,2018-09-17,208,113
118,Week 1,Lecture 1,lec1_v0,2018-09-17,389,145
118,Week 1,Lecture 1,lec1_v1,2018-09-17,564,85
118,Week 1,Lecture 1,lec1_v3,2018-09-29,364,137
118,Week 1,Lecture 1,lec1_v4,2018-09-29,402,148
118,Week 1,Lecture 1,lec1_v6,2018-09-29,366,94
119,Week 1,Lecture 1,lec1_v0,2018-09-25,389,181
119,Week 1,Lecture 1,lec1_v1,2018-09-25,564,292
119,Week 1,Lecture 1,lec1_v2,2018-09-25,343,343
119,Week 1,Lecture 1,lec1_v3,2018-09-26,364,337
119,Week 1,Lecture 1,lec1_v4,2018-09-26,402,253
119,Week 1,Lecture 1,lec1_v5,2018-09-26,208,60
119,Week 1,Lecture 1,lec1_v6,2018-09-26,366,218
119,Week 1,Lecture 1,lec1_v7,2018-09-26,422,274
119,Week 1,Lecture 2,lec2_v0,2018-09-26,265,212
119,Week 1,Lecture 2,lec2_v1,2018-09-26,163,163
119,Week 1,Lecture 2,lec2_v2,2018-09-26,509,62
119,Week 1,Lecture 2,lec2_v3,2018-09-26,453,324
119,Week 2,Lecture 3,lec3_v0,2018-09-26,584,29
119,Week 2,Lecture 3,lec3_v1,2018-09-26,434,63
119,Week 2,Lecture 3,lec3_v10,2018-09-26,343,343
119,Week 2,Lecture 3,lec3_v11,2018-09-26,331,331
119,Week 2,Lecture 3,lec3_v2,2018-09-26,416,416
119,Week 2,Lecture 3,lec3_v3,2018-09-26,195,195
119,Week 2,Lecture 3,lec3_v4,2018-09-26,127,121
119,Week 2,Lecture 3,lec3_v5,2018-09-26,374,11
119,Week 2,Lecture 3,lec3_v6,2018-09-26,148,148
119,Week 2,Lecture 3,lec3_v7,2018-09-26,211,118
119,Week 2,Lecture 3,lec3_v8,2018-09-27,236,23
119,Week 2,Lecture 3,lec3_v9,2018-09-27,134,134
119,Week 2,Lecture 4,lec4_v0,2018-09-27,427,283
119,Week 2,Lecture 4,lec4_v1,2018-09-27,360,37
119,Week 2,Lecture 4,lec4_v2,2018-09-27,438,198
119,Week 2,Lecture 4,lec4_v3,2018-09-27,339,61
119,Week 2,Lecture 4,lec4_v4,2018-09-27,253,253
119,Week 2,Lecture 4,lec4_v5,2018-09-27,599,214
119,Week 2,Lecture 4,lec4_v6,2018-09-27,598,484
119,Week 2,Lecture 4,lec4_v7,2018-09-27,524,298
119,Week 3,Lecture 5,lec5_v0,2018-10-01,230,230
119,Week 3,Lecture 5,lec5_v1,2018-10-01,259,209
119,Week 3,Lecture 5,lec5_v2,2018-10-01,153,153
119,Week 3,Lecture 5,lec5_v3,2018-10-01,488,3
119,Week 3,Lecture 5,lec5_v4,2018-10-02,312,61
119,Week 3,Lecture 5,lec5_v5,2018-10-02,527,210
119,Week 3,Lecture 6,lec6_v0,2018-10-02,527,300
119,Week 3,Lecture 6,lec6_v1,2018-10-03,120,68
119,Week 3,Lecture 6,lec6_v10,2018-10-03,249,95
119,Week 3,Lecture 6,lec6_v11,2018-10-03,161,161
119,Week 3,Lecture 6,lec6_v2,2018-10-03,220,220
119,Week 3,Lecture 6,lec6_v3,2018-10-03,557,305
119,Week 3,Lecture 6,lec6_v4,2018-10-03,346,305
119,Week 3,Lecture 6,lec6_v5,2018-10-03,591,298
119,Week 3,Lecture 6,lec6_v6,2018-10-03,311,247
119,Week 3,Lecture 6,lec6_v7,2018-10-03,155,155
119,Week 3,Lecture 6,lec6_v8,2018-10-03,422,344
119,Week 3,Lecture 6,lec6_v9,2018-10-03,494,494
119,Week 4,Lecture 7,lec7_v0,2018-10-03,484,395
119,Week 4,Lecture 7,lec7_v1,2018-10-03,176,27
119,Week 4,Lecture 7,lec7_v10,2018-10-04,472,472
119,Week 4,Lecture 7,lec7_v11,2018-10-03,182,133
119,Week 4,Lecture 7,lec7_v2,2018-10-04,238,183
119,Week 4,Lecture 7,lec7_v3,2018-10-05,168,58
119,Week 4,Lecture 7,lec7_v4,2018-10-06,148,1
119,Week 4,Lecture 7,lec7_v5,2018-10-10,503,438
119,Week 4,Lecture 7,lec7_v6,2018-10-10,205,205
119,Week 4,Lecture 7,lec7_v7,2018-10-10,389,201
119,Week 4,Lecture 7,lec7_v8,2018-10-11,335,148
119,Week 4,Lecture 7,lec7_v9,2018-10-24,211,211
119,Week 4,Lecture 8,lec8_v0,2018-10-24,322,196
119,Week 4,Lecture 8,lec8_v1,2018-10-29,222,16
119,Week 4,Lecture 8,lec8_v2,2018-10-29,249,249
119,Week 4,Lecture 8,lec8_v3,2018-10-29,587,430
119,Week 4,Lecture 8,lec8_v4,2018-10-29,506,236
119,Week 5,Lecture 10,lec10_v0,2018-10-29,400,400
119,Week 5,Lecture 10,lec10_v1,2018-11-01,236,236
119,Week 5,Lecture 10,lec10_v2,2018-11-01,409,409
119,Week 5,Lecture 10,lec10_v3,2018-11-01,298,298
119,Week 5,Lecture 9,lec9_v0,2018-11-01,221,118
119,Week 5,Lecture 9,lec9_v1,2018-11-01,309,100
119,Week 5,Lecture 9,lec9_v10,2018-11-01,262,30
119,Week 5,Lecture 9,lec9_v2,2018-11-01,530,307
119,Week 5,Lecture 9,lec9_v3,2018-11-01,428,356
119,Week 5,Lecture 9,lec9_v4,2018-11-01,168,168
119,Week 5,Lecture 9,lec9_v5,2018-11-01,595,181
119,Week 5,Lecture 9,lec9_v6,2018-11-02,222,222
119,Week 5,Lecture 9,lec9_v7,2018-11-07,244,244
119,Week 5,Lecture 9,lec9_v8,2018-11-20,491,366
119,Week 5,Lecture 9,lec9_v9,2018-11-23,278,78
119,Week 6,Lecture 11,lec11_v0,2018-11-23,352,352
119,Week 6,Lecture 11,lec11_v1,2018-11-23,396,285
119,Week 6,Lecture 11,lec11_v10,2018-11-26,572,439
119,Week 6,Lecture 11,lec11_v11,2018-11-26,214,214
119,Week 6,Lecture 11,lec11_v2,2018-11-27,536,75
119,Week 6,Lecture 11,lec11_v3,2018-11-27,207,207
119,Week 6,Lecture 11,lec11_v4,2018-11-27,194,194
119,Week 6,Lecture 11,lec11_v5,2018-11-27,556,504
119,Week 6,Lecture 11,lec11_v6,2018-11-27,513,237
119,Week 6,Lecture 11,lec11_v7,2018-11-27,240,60
119,Week 6,Lecture 11,lec11_v8,2018-11-27,211,71
119,Week 6,Lecture 11,lec11_v9,2018-11-30,475,475
119,Week 6,Lecture 12,lec12_v0,2018-11-30,410,255
119,Week 6,Lecture 12,lec12_v1,2018-11-30,322,162
119,Week 6,Lecture 12,lec12_v10,2018-11-30,261,75
119,Week 6,Lecture 12,lec12_v2,2018-11-30,169,149
119,Week 6,Lecture 12,lec12_v3,2018-12-11,138,138
119,Week 6,Lecture 12,lec12_v4,2018-12-11,583,115
119,Week 6,Lecture 12,lec12_v5,2018-12-13,234,70
119,Week 6,Lecture 12,lec12_v6,2018-12-13,458,227
119,Week 6,Lecture 12,lec12_v7,2018-12-13,243,243
119,Week 6,Lecture 12,lec12_v8,2018-12-13,516,238
119,Week 6,Lecture 12,lec12_v9,2018-12-13,406,348
119,Week 7,Lecture 13,lec13_v0,2018-12-13,153,122
119,Week 7,Lecture 13,lec13_v1,2018-12-13,229,229
119,Week 7,Lecture 13,lec13_v2,2018-12-13,389,364
119,Week 7,Lecture 13,lec13_v3,2018-12-13,530,134
119,Week 7,Lecture 13,lec13_v4,2018-12-13,415,415
119,Week 7,Lecture 13,lec13_v5,2018-12-13,254,16
119,Week 7,Lecture 13,lec13_v6,2018-12-18,561,302
119,Week 7,Lecture 13,lec13_v7,2018-12-18,218,7
119,Week 7,Lecture 13,lec13_v8,2018-12-18,127,64
119,Week 7,Lecture 13,lec13_v9,2018-12-18,249,30
119,Week 7,Lecture 14,lec14_v0,2018-12-18,204,204
119,Week 7,Lecture 14,lec14_v1,2018-12-18,297,115
119,Week 7,Lecture 14,lec14_v2,2018-12-18,395,245
119,Week 7,Lecture 14,lec14_v3,2018-12-18,183,146
119,Week 8,Lecture 15,lec15_v0,2018-12-18,591,231
119,Week 8,Lecture 15,lec15_v1,2018-12-18,435,87
119,Week 8,Lecture 15,lec15_v10,2018-12-18,130,130
119,Week 8,Lecture 15,lec15_v11,2018-12-18,426,102
119,Week 8,Lecture 15,lec15_v2,2018-12-18,452,91
119,Week 8,Lecture 15,lec15_v3,2018-12-18,401,219
120,Week 1,Lecture 1,lec1_v0,2018-09-18,389,330
120,Week 1,Lecture 1,lec1_v1,2018-09-18,564,95
120,Week 1,Lecture 1,lec1_v2,2018-09-18,343,343
120,Week 1,Lecture 1,lec1_v3,2018-09-18,364,136
120,Week 1,Lecture 1,lec1_v4,2018-09-18,402,3
120,Week 1,Lecture 1,lec1_v5,2018-09-28,208,136
120,Week 1,Lecture 1,lec1_v6,2018-09-28,366,167
120,Week 1,Lecture 1,lec1_v7,2018-09-28,422,225
120,Week 1,Lecture 2,lec2_v0,2018-10-05,265,242
120,Week 1,Lecture 2,lec2_v1,2018-10-06,163,163
120,Week 1,Lecture 2,lec2_v2,2018-10-23,509,266
120,Week 1,Lecture 2,lec2_v3,2018-10-23,453,445
120,Week 2,Lecture 3,lec3_v0,2018-10-23,584,205
120,Week 2,Lecture 3,lec3_v1,2018-11-13,434,433
120,Week 2,Lecture 3,lec3_v10,2018-11-13,343,12
120,Week 2,Lecture 3,lec3_v11,2018-11-13,331,308
120,Week 2,Lecture 3,lec3_v2,2018-11-13,416,237
120,Week 2,Lecture 3,lec3_v3,2018-11-13,195,104
120,Week 2,Lecture 3,lec3_v4,2018-11-13,127,65
120,Week 2,Lecture 3,lec3_v5,2018-11-13,374,280
120,Week 2,Lecture 3,lec3_v6,2018-11-13,148,148
120,Week 2,Lecture 3,lec3_v7,2018-11-13,211,211
120,Week 2,Lecture 3,lec3_v8,2018-11-15,236,236
120,Week 2,Lecture 3,lec3_v9,2018-11-15,134,68
120,Week 2,Lecture 4,lec4_v0,2018-11-15,427,18
120,Week 2,Lecture 4,lec4_v1,2018-11-15,360,360
120,Week 2,Lecture 4,lec4_v2,2018-11-15,438,13
120,Week 2,Lecture 4,lec4_v3,2018-11-15,339,259
120,Week 2,Lecture 4,lec4_v4,2018-11-16,253,108
120,Week 2,Lecture 4,lec4_v5,2018-11-16,599,310
120,Week 2,Lecture 4,lec4_v6,2018-11-16,598,99
120,Week 2,Lecture 4,lec4_v7,2018-11-16,524,163
120,Week 3,Lecture 5,lec5_v0,2018-11-16,230,230
120,Week 3,Lecture 5,lec5_v1,2018-11-16,259,259
120,Week 3,Lecture 5,lec5_v2,2018-11-16,153,136
120,Week 3,Lecture 5,lec5_v3,2018-11-16,488,128
120,Week 3,Lecture 5,lec5_v4,2018-11-16,312,312
120,Week 3,Lecture 5,lec5_v5,2018-11-17,527,215
120,Week 3,Lecture 6,lec6_v0,2018-11-17,527,527
120,Week 3,Lecture 6,lec6_v1,2018-11-17,120,120
120,Week 3,Lecture 6,lec6_v10,2018-11-17,249,249
120,Week 3,Lecture 6,lec6_v11,2018-11-17,161,138
120,Week 3,Lecture 6,lec6_v2,2018-11-17,220,220
120,Week 3,Lecture 6,lec6_v3,2018-11-18,557,234
120,Week 3,Lecture 6,lec6_v4,2018-11-20,346,122
120,Week 3,Lecture 6,lec6_v5,2018-11-25,591,463
120,Week 3,Lecture 6,lec6_v6,2018-11-27,311,311
120,Week 3,Lecture 6,lec6_v7,2018-11-27,155,155
120,Week 3,Lecture 6,lec6_v8,2018-11-27,422,64
120,Week 3,Lecture 6,lec6_v9,2018-11-27,494,95
120,Week 4,Lecture 7,lec7_v0,2018-11-27,484,152
120,Week 4,Lecture 7,lec7_v1,2018-11-27,176,176
120,Week 4,Lecture 7,lec7_v10,2018-12-08,472,372
120,Week 4,Lecture 7,lec7_v11,2018-12-08,182,97
120,Week 4,Lecture 7,lec7_v2,2018-12-08,238,238
120,Week 4,Lecture 7,lec7_v3,2018-12-08,168,168
120,Week 4,Lecture 7,lec7_v4,2018-12-08,148,148
120,Week 4,Lecture 7,lec7_v5,2018-12-08,503,503
120,Week 4,Lecture 7,lec7_v6,2018-12-08,205,143
120,Week 4,Lecture 7,lec7_v7,2018-12-08,389,345
120,Week 4,Lecture 7,lec7_v8,2018-12-08,335,309
120,Week 4,Lecture 7,lec7_v9,2018-12-08,211,211
120,Week 4,Lecture 8,lec8_v0,2018-12-08,322,322
120,Week 4,Lecture 8,lec8_v1,2018-12-08,222,222
120,Week 4,Lecture 8,lec8_v2,2018-12-08,249,83
120,Week 4,Lecture 8,lec8_v3,2018-12-08,587,90
120,Week 4,Lecture 8,lec8_v4,2018-12-08,506,92
120,Week 5,Lecture 10,lec10_v0,2018-12-08,400,165
120,Week 5,Lecture 10,lec10_v1,2018-12-08,236,236
120,Week 5,Lecture 10,lec10_v2,2018-12-08,409,401
120,Week 5,Lecture 10,lec10_v3,2018-12-11,298,191
120,Week 5,Lecture 9,lec9_v0,2018-12-11,221,221
120,Week 5,Lecture 9,lec9_v1,2018-12-11,309,37
120,Week 5,Lecture 9,lec9_v10,2018-12-17,262,262
120,Week 5,Lecture 9,lec9_v2,2018-12-17,530,530
120,Week 5,Lecture 9,lec9_v3,2018-12-17,428,346
120,Week 5,Lecture 9,lec9_v4,2018-12-19,168,168
120,Week 5,Lecture 9,lec9_v5,2018-12-19,595,487
120,Week 5,Lecture 9,lec9_v6,2018-12-19,222,222
120,Week 5,Lecture 9,lec9_v7,2018-12-19,244,89
121,Week 1,Lecture 1,lec1_v1,2018-09-15,564,64
121,Week 1,Lecture 1,lec1_v2,2018-09-15,343,211
122,Week 1,Lecture 1,lec1_v0,2018-09-26,389,10
123,Week 1,Lecture 1,lec1_v0,2018-09-18,389,180
124,Week 1,Lecture 1,lec1_v0,2018-09-28,389,282
124,Week 1,Lecture 1,lec1_v3,2018-09-28,364,13
125,Week 1,Lecture 1,lec1_v0,2018-09-17,389,138
125,Week 1,Lecture 1,lec1_v1,2018-09-19,564,366
125,Week 1,Lecture 1,lec1_v6,2018-09-17,366,135
126,Week 1,Lecture 1,lec1_v0,2018-09-17,389,389
126,Week 1,Lecture 1,lec1_v1,2018-09-17,564,564
126,Week 1,Lecture 1,lec1_v2,2018-09-17,343,343
126,Week 1,Lecture 1,lec1_v3,2018-09-17,364,364
126,Week 1,Lecture 1,lec1_v4,2018-09-17,402,204
126,Week 1,Lecture 1,lec1_v5,2018-09-17,208,208
126,Week 1,Lecture 1,lec1_v6,2018-09-17,366,366
126,Week 1,Lecture 1,lec1_v7,2018-09-20,422,422
126,Week 1,Lecture 2,lec2_v0,2018-09-20,265,265
126,Week 1,Lecture 2,lec2_v1,2018-09-20,163,163
126,Week 1,Lecture 2,lec2_v2,2018-09-20,509,51
126,Week 1,Lecture 2,lec2_v3,2018-09-20,453,252
126,Week 2,Lecture 3,lec3_v0,2018-09-20,584,584
126,Week 2,Lecture 3,lec3_v1,2018-09-20,434,269
126,Week 2,Lecture 3,lec3_v10,2018-09-22,343,343
126,Week 2,Lecture 3,lec3_v11,2018-09-22,331,331
126,Week 2,Lecture 3,lec3_v2,2018-09-22,416,375
126,Week 2,Lecture 3,lec3_v3,2018-09-23,195,195
126,Week 2,Lecture 3,lec3_v4,2018-09-23,127,127
126,Week 2,Lecture 3,lec3_v5,2018-09-23,374,374
126,Week 2,Lecture 3,lec3_v6,2018-09-25,148,76
126,Week 2,Lecture 3,lec3_v7,2018-09-30,211,211
